{address space usage: 613294080 bytes/584MB} {rss usage: 176734208 bytes/168MB} [pid: 28080|app: 0|req: 2/2] 182.2.41.143 () {58 vars in 1878 bytes} [Wed Aug  4 14:41:38 2021] GET /a/3pl/dash/kpi/courier/WAX24815 => generated 233 bytes in 556 msecs (HTTP/1.1 200) 3 headers in 218 bytes (0 switches on core 5)
{address space usage: 881868800 bytes/841MB} {rss usage: 216293376 bytes/206MB} [pid: 28136|app: 0|req: 6/11] 182.2.38.159 () {60 vars in 1886 bytes} [Wed Aug  4 14:41:43 2021] GET /a/3pl/dash/kpi/courier/WAX24625 => generated 233 bytes in 517 msecs (HTTP/1.1 200) 3 headers in 219 bytes (0 switches on core 6)
{address space usage: 895066112 bytes/853MB} {rss usage: 230133760 bytes/219MB} [pid: 28136|app: 0|req: 8/12] 140.213.5.101 () {60 vars in 1850 bytes} [Wed Aug  4 14:41:44 2021] GET /a/query/dcafGetAppMenu => generated 9513 bytes in 21 msecs (HTTP/1.1 200) 3 headers in 216 bytes (0 switches on core 1)
{address space usage: 895066112 bytes/853MB} {rss usage: 230330368 bytes/219MB} [pid: 28136|app: 0|req: 8/13] 114.4.222.134 () {60 vars in 1880 bytes} [Wed Aug  4 14:41:44 2021] GET /a/3pl/dash/kpi/courier/WAX22958 => generated 233 bytes in 495 msecs (HTTP/1.1 200) 3 headers in 219 bytes (0 switches on core 0)
{address space usage: 895066112 bytes/853MB} {rss usage: 230461440 bytes/219MB} [pid: 28136|app: 0|req: 9/14] 182.0.200.42 () {64 vars in 1152 bytes} [Wed Aug  4 14:41:45 2021] POST /a/auth => generated 569 bytes in 24 msecs (HTTP/1.1 200) 4 headers in 669 bytes (0 switches on core 2)
{address space usage: 895066112 bytes/853MB} {rss usage: 230768640 bytes/220MB} [pid: 28136|app: 0|req: 10/15] 114.124.200.229 () {64 vars in 1550 bytes} [Wed Aug  4 14:41:46 2021] POST /a/auth => generated 579 bytes in 25 msecs (HTTP/1.1 200) 4 headers in 679 bytes (0 switches on core 3)
{address space usage: 962174976 bytes/917MB} {rss usage: 240709632 bytes/229MB} [pid: 28136|app: 0|req: 12/16] 182.0.200.42 () {60 vars in 1863 bytes} [Wed Aug  4 14:41:46 2021] GET /a/3pl/dash/kpi/courier/WAX24060 => generated 240 bytes in 419 msecs (HTTP/1.1 200) 3 headers in 219 bytes (0 switches on core 4)
{address space usage: 962174976 bytes/917MB} {rss usage: 254427136 bytes/242MB} [pid: 28136|app: 0|req: 13/17] 114.124.200.229 () {58 vars in 1867 bytes} [Wed Aug  4 14:41:46 2021] GET /a/3pl/dash/kpi/courier/WAX22084 => generated 241 bytes in 568 msecs (HTTP/1.1 200) 3 headers in 219 bytes (0 switches on core 7)
{address space usage: 962174976 bytes/917MB} {rss usage: 254562304 bytes/242MB} [pid: 28136|app: 0|req: 13/18] 120.188.65.205 () {60 vars in 1871 bytes} [Wed Aug  4 14:41:46 2021] GET /a/3pl/dash/kpi/courier/WAX25018 => generated 240 bytes in 419 msecs (HTTP/1.1 200) 3 headers in 219 bytes (0 switches on core 5)
{address space usage: 962174976 bytes/917MB} {rss usage: 255197184 bytes/243MB} [pid: 28136|app: 0|req: 14/19] 114.4.222.134 () {60 vars in 1899 bytes} [Wed Aug  4 14:41:47 2021] GET /a/query/drpGetLogisticRole?login=WAX22958 => generated 1795 bytes in 35 msecs (HTTP/1.1 200) 3 headers in 217 bytes (0 switches on core 6)
{address space usage: 962174976 bytes/917MB} {rss usage: 255365120 bytes/243MB} [pid: 28136|app: 0|req: 15/20] 114.4.222.134 () {60 vars in 1907 bytes} [Wed Aug  4 14:41:47 2021] GET /a/query/drpGetConsignorByLogin?login=WAX22958 => generated 1144 bytes in 32 msecs (HTTP/1.1 200) 3 headers in 218 bytes (0 switches on core 1)
{address space usage: 962174976 bytes/917MB} {rss usage: 255414272 bytes/243MB} [pid: 28136|app: 0|req: 16/21] 140.213.5.101 () {60 vars in 1904 bytes} [Wed Aug  4 14:41:47 2021] GET /a/3pl/dash/kpi/courier/WAX24046 => generated 240 bytes in 364 msecs (HTTP/1.1 200) 3 headers in 220 bytes (0 switches on core 0)
{address space usage: 680542208 bytes/649MB} {rss usage: 195805184 bytes/186MB} [pid: 28112|app: 0|req: 3/22] 117.54.3.11 () {58 vars in 1810 bytes} [Wed Aug  4 14:41:48 2021] GET /a/3pl/csn?id=172CE3HG&detail=1 => generated 69888 bytes in 992 msecs (HTTP/1.1 200) 3 headers in 220 bytes (0 switches on core 6)
{address space usage: 962174976 bytes/917MB} {rss usage: 255459328 bytes/243MB} [pid: 28136|app: 0|req: 17/23] 182.2.139.111 () {64 vars in 1163 bytes} [Wed Aug  4 14:41:49 2021] POST /a/auth => generated 579 bytes in 22 msecs (HTTP/1.1 200) 4 headers in 680 bytes (0 switches on core 2)
{address space usage: 963223552 bytes/918MB} {rss usage: 264622080 bytes/252MB} [pid: 28136|app: 0|req: 18/24] 223.255.230.52 () {52 vars in 1397 bytes} [Wed Aug  4 14:41:49 2021] POST /a/3pl/trn/ldl => generated 739 bytes in 118 msecs (HTTP/1.1 200) 3 headers in 219 bytes (0 switches on core 4)
{address space usage: 963223552 bytes/918MB} {rss usage: 264622080 bytes/252MB} [pid: 28136|app: 0|req: 19/25] 182.2.139.111 () {60 vars in 1894 bytes} [Wed Aug  4 14:41:49 2021] GET /a/3pl/dash/kpi/courier/WAX22196 => generated 235 bytes in 363 msecs (HTTP/1.1 200) 3 headers in 220 bytes (0 switches on core 7)
{address space usage: 963223552 bytes/918MB} {rss usage: 264687616 bytes/252MB} [pid: 28136|app: 0|req: 22/26] 140.213.5.101 () {60 vars in 1896 bytes} [Wed Aug  4 14:41:50 2021] GET /a/query/drpGetJenisPenerima => generated 671 bytes in 15 msecs (HTTP/1.1 200) 3 headers in 218 bytes (0 switches on core 1)
{address space usage: 963223552 bytes/918MB} {rss usage: 264740864 bytes/252MB} [pid: 28136|app: 0|req: 22/27] 140.213.5.101 () {60 vars in 1923 bytes} [Wed Aug  4 14:41:50 2021] GET /a/query/drpGetLogisticRole?login=WAX24046 => generated 1802 bytes in 21 msecs (HTTP/1.1 200) 3 headers in 218 bytes (0 switches on core 6)
{address space usage: 963223552 bytes/918MB} {rss usage: 264806400 bytes/252MB} [pid: 28136|app: 0|req: 23/28] 120.188.4.83 () {60 vars in 1885 bytes} [Wed Aug  4 14:41:50 2021] GET /a/query/drpGetLogisticRole?login=WAX24045 => generated 1790 bytes in 21 msecs (HTTP/1.1 200) 3 headers in 218 bytes (0 switches on core 3)
{address space usage: 963911680 bytes/919MB} {rss usage: 265420800 bytes/253MB} [pid: 28136|app: 0|req: 24/29] 120.188.4.83 () {60 vars in 1858 bytes} [Wed Aug  4 14:41:50 2021] GET /a/query/drpGetJenisPenerima => generated 671 bytes in 20 msecs (HTTP/1.1 200) 3 headers in 217 bytes (0 switches on core 0)
{address space usage: 963911680 bytes/919MB} {rss usage: 265535488 bytes/253MB} [pid: 28136|app: 0|req: 25/30] 140.213.13.127 () {58 vars in 1473 bytes} [Wed Aug  4 14:41:50 2021] GET /a/3pl/dash/kpi/courier/WAX23796 => generated 243 bytes in 359 msecs (HTTP/1.1 200) 3 headers in 220 bytes (0 switches on core 5)
{address space usage: 963911680 bytes/919MB} {rss usage: 265596928 bytes/253MB} [pid: 28136|app: 0|req: 25/31] 120.188.65.118 () {66 vars in 1170 bytes} [Wed Aug  4 14:41:50 2021] POST /a/auth => generated 568 bytes in 21 msecs (HTTP/1.1 200) 4 headers in 669 bytes (0 switches on core 2)
{address space usage: 963911680 bytes/919MB} {rss usage: 266178560 bytes/253MB} [pid: 28136|app: 0|req: 27/32] 114.124.200.229 () {58 vars in 1866 bytes} [Wed Aug  4 14:41:51 2021] GET /a/query/drpGetJenisPenerima => generated 671 bytes in 24 msecs (HTTP/1.1 200) 3 headers in 218 bytes (0 switches on core 4)
{address space usage: 963911680 bytes/919MB} {rss usage: 266178560 bytes/253MB} [pid: 28136|app: 0|req: 27/33] 114.124.200.229 () {58 vars in 1893 bytes} [Wed Aug  4 14:41:51 2021] GET /a/query/drpGetLogisticRole?login=WAX22084 => generated 1875 bytes in 27 msecs (HTTP/1.1 200) 3 headers in 218 bytes (0 switches on core 7)
{address space usage: 544002048 bytes/518MB} {rss usage: 163139584 bytes/155MB} [pid: 28128|app: 0|req: 1/34] 182.2.41.143 () {64 vars in 1981 bytes} [Wed Aug  4 14:41:51 2021] POST /a/auth => generated 591 bytes in 163 msecs (HTTP/1.1 200) 4 headers in 694 bytes (0 switches on core 2)
announcing my loyalty to the Emperor...
Wed Aug  4 14:41:51 2021 - [emperor] vassal dcaf.ini is now loyal
{address space usage: 613294080 bytes/584MB} {rss usage: 176709632 bytes/168MB} [pid: 28128|app: 0|req: 2/35] 120.188.65.118 () {62 vars in 1879 bytes} [Wed Aug  4 14:41:51 2021] GET /a/3pl/dash/kpi/courier/WAX23501 => generated 240 bytes in 456 msecs (HTTP/1.1 200) 3 headers in 220 bytes (0 switches on core 7)
{address space usage: 546185216 bytes/520MB} {rss usage: 168275968 bytes/160MB} [pid: 28096|app: 0|req: 1/36] 182.2.41.143 () {58 vars in 1871 bytes} [Wed Aug  4 14:41:51 2021] GET /a/3pl/dash/kpi/courier/WAX24815 => generated 233 bytes in 524 msecs (HTTP/1.1 200) 3 headers in 220 bytes (0 switches on core 1)
announcing my loyalty to the Emperor...
Wed Aug  4 14:41:52 2021 - [emperor] vassal dcaf.ini is now loyal
{address space usage: 613294080 bytes/584MB} {rss usage: 177762304 bytes/169MB} [pid: 28120|app: 0|req: 2/37] 114.4.222.134 () {60 vars in 1865 bytes} [Wed Aug  4 14:41:52 2021] GET /a/query/drpGetHub?id=Pfl => generated 599 bytes in 146 msecs (HTTP/1.1 200) 3 headers in 219 bytes (0 switches on core 4)
{address space usage: 963911680 bytes/919MB} {rss usage: 266338304 bytes/254MB} [pid: 28136|app: 0|req: 28/38] 140.213.13.127 () {58 vars in 1465 bytes} [Wed Aug  4 14:41:54 2021] GET /a/query/drpGetJenisPenerima => generated 671 bytes in 17 msecs (HTTP/1.1 200) 3 headers in 218 bytes (0 switches on core 1)
{address space usage: 544002048 bytes/518MB} {rss usage: 163700736 bytes/156MB} [pid: 28104|app: 0|req: 1/39] 140.213.13.127 () {58 vars in 1492 bytes} [Wed Aug  4 14:41:54 2021] GET /a/query/drpGetLogisticRole?login=WAX23796 => generated 1795 bytes in 146 msecs (HTTP/1.1 200) 3 headers in 219 bytes (0 switches on core 1)
announcing my loyalty to the Emperor...
Wed Aug  4 14:41:54 2021 - [emperor] vassal dcaf.ini is now loyal
{address space usage: 963911680 bytes/919MB} {rss usage: 266383360 bytes/254MB} [pid: 28136|app: 0|req: 29/40] 120.188.35.205 () {64 vars in 1161 bytes} [Wed Aug  4 14:41:54 2021] POST /a/auth => generated 577 bytes in 23 msecs (HTTP/1.1 200) 4 headers in 678 bytes (0 switches on core 5)
{address space usage: 963911680 bytes/919MB} {rss usage: 271577088 bytes/258MB} [pid: 28136|app: 0|req: 31/41] 182.2.41.143 () {58 vars in 1897 bytes} [Wed Aug  4 14:41:55 2021] GET /a/query/drpGetLogisticRole?login=WAX24815 => generated 1884 bytes in 19 msecs (HTTP/1.1 200) 3 headers in 218 bytes (0 switches on core 4)
{address space usage: 963911680 bytes/919MB} {rss usage: 271577088 bytes/258MB} [pid: 28136|app: 0|req: 31/42] 120.188.35.205 () {60 vars in 1888 bytes} [Wed Aug  4 14:41:55 2021] GET /a/3pl/dash/kpi/courier/WAX23555 => generated 240 bytes in 413 msecs (HTTP/1.1 200) 3 headers in 220 bytes (0 switches on core 2)
{address space usage: 963911680 bytes/919MB} {rss usage: 271605760 bytes/259MB} [pid: 28136|app: 0|req: 33/43] 182.2.41.143 () {58 vars in 1905 bytes} [Wed Aug  4 14:41:55 2021] GET /a/query/drpGetConsignorByLogin?login=WAX24815 => generated 1144 bytes in 29 msecs (HTTP/1.1 200) 3 headers in 218 bytes (0 switches on core 6)
{address space usage: 963911680 bytes/919MB} {rss usage: 271671296 bytes/259MB} [pid: 28136|app: 0|req: 33/44] 182.2.135.93 () {56 vars in 1464 bytes} [Wed Aug  4 14:41:55 2021] GET /a/3pl/dash/kpi/courier/WAX23515 => generated 241 bytes in 356 msecs (HTTP/1.1 200) 3 headers in 220 bytes (0 switches on core 7)
{address space usage: 963911680 bytes/919MB} {rss usage: 276840448 bytes/264MB} [pid: 28136|app: 0|req: 34/45] 223.255.230.52 () {46 vars in 1270 bytes} [Wed Aug  4 14:41:57 2021] GET /a/3pl/dash/kpi/courier/WAX24378 => generated 241 bytes in 414 msecs (HTTP/1.1 200) 3 headers in 220 bytes (0 switches on core 3)
{address space usage: 964046848 bytes/919MB} {rss usage: 276881408 bytes/264MB} [pid: 28136|app: 0|req: 35/46] 120.188.35.205 () {60 vars in 1914 bytes} [Wed Aug  4 14:41:58 2021] GET /a/query/drpGetLogisticRole?login=WAX23555 => generated 1799 bytes in 21 msecs (HTTP/1.1 200) 3 headers in 218 bytes (0 switches on core 0)
{address space usage: 964046848 bytes/919MB} {rss usage: 276934656 bytes/264MB} [pid: 28136|app: 0|req: 36/47] 120.188.35.205 () {60 vars in 1887 bytes} [Wed Aug  4 14:41:58 2021] GET /a/query/drpGetJenisPenerima => generated 671 bytes in 16 msecs (HTTP/1.1 200) 3 headers in 218 bytes (0 switches on core 1)
{address space usage: 964046848 bytes/919MB} {rss usage: 277524480 bytes/264MB} [pid: 28136|app: 0|req: 37/48] 182.2.135.93 () {56 vars in 1456 bytes} [Wed Aug  4 14:41:58 2021] GET /a/query/drpGetJenisPenerima => generated 671 bytes in 25 msecs (HTTP/1.1 200) 3 headers in 218 bytes (0 switches on core 5)
{address space usage: 747651072 bytes/713MB} {rss usage: 195473408 bytes/186MB} [pid: 28080|app: 0|req: 4/49] 182.2.135.93 () {56 vars in 1483 bytes} [Wed Aug  4 14:41:58 2021] GET /a/query/drpGetLogisticRole?login=WAX23515 => generated 1806 bytes in 156 msecs (HTTP/1.1 200) 3 headers in 219 bytes (0 switches on core 3)
{address space usage: 747651072 bytes/713MB} {rss usage: 199704576 bytes/190MB} [pid: 28080|app: 0|req: 4/50] 120.188.2.111 () {50 vars in 1856 bytes} [Wed Aug  4 14:41:58 2021] GET /a/3pl/csn?id=JEJYE77R&register=0&location=645&latitude=-6.1106626&longitude=106.8943664&reference=TML%2FWAX23856%40645 => generated 43679 bytes in 870 msecs (HTTP/1.1 200) 3 headers in 220 bytes (0 switches on core 6)
{address space usage: 964046848 bytes/919MB} {rss usage: 277647360 bytes/264MB} [pid: 28136|app: 0|req: 38/51] 36.68.53.225 () {54 vars in 900 bytes} [Wed Aug  4 14:41:59 2021] POST /a/auth => generated 576 bytes in 24 msecs (HTTP/1.1 200) 4 headers in 677 bytes (0 switches on core 2)
{address space usage: 964317184 bytes/919MB} {rss usage: 278212608 bytes/265MB} [pid: 28136|app: 0|req: 41/52] 36.68.53.225 () {54 vars in 1683 bytes} [Wed Aug  4 14:42:00 2021] GET /a/3pl/dash/kpi/courier/WAX24625 => generated 233 bytes in 351 msecs (HTTP/1.1 200) 3 headers in 220 bytes (0 switches on core 7)
{address space usage: 964317184 bytes/919MB} {rss usage: 278528000 bytes/265MB} [pid: 28136|app: 0|req: 41/53] 180.244.167.204 () {48 vars in 1644 bytes} [Wed Aug  4 14:42:00 2021] GET /a/3pl/csn?id=RNCJFTJ6&detail=1 => generated 13287 bytes in 763 msecs (HTTP/1.1 200) 3 headers in 220 bytes (0 switches on core 0)
{address space usage: 964317184 bytes/919MB} {rss usage: 278634496 bytes/265MB} [pid: 28136|app: 0|req: 41/54] 114.79.6.21 () {54 vars in 1712 bytes} [Wed Aug  4 14:42:00 2021] GET /a/3pl/csn?id=PTF3LAPD&detail=1 => generated 59862 bytes in 783 msecs (HTTP/1.1 200) 3 headers in 220 bytes (0 switches on core 3)
{address space usage: 964317184 bytes/919MB} {rss usage: 278700032 bytes/265MB} [pid: 28136|app: 0|req: 42/55] 223.255.230.52 () {46 vars in 1262 bytes} [Wed Aug  4 14:42:02 2021] GET /a/query/drpGetJenisPenerima => generated 671 bytes in 18 msecs (HTTP/1.1 200) 3 headers in 218 bytes (0 switches on core 4)
{address space usage: 680542208 bytes/649MB} {rss usage: 185573376 bytes/176MB} [pid: 28128|app: 0|req: 3/56] 223.255.230.52 () {46 vars in 1289 bytes} [Wed Aug  4 14:42:02 2021] GET /a/query/drpGetLogisticRole?login=WAX24378 => generated 1802 bytes in 135 msecs (HTTP/1.1 200) 3 headers in 219 bytes (0 switches on core 1)
{address space usage: 964509696 bytes/919MB} {rss usage: 286498816 bytes/273MB} [pid: 28136|app: 0|req: 44/57] 182.0.141.141 () {66 vars in 2010 bytes} [Wed Aug  4 14:42:04 2021] POST /a/3pl/trn/dml => generated 235 bytes in 160 msecs (HTTP/1.1 200) 3 headers in 220 bytes (0 switches on core 6)
{address space usage: 964509696 bytes/919MB} {rss usage: 286826496 bytes/273MB} [pid: 28136|app: 0|req: 44/58] 140.213.13.127 () {58 vars in 1552 bytes} [Wed Aug  4 14:42:04 2021] GET /a/3pl/csn/cur/WAX23796?consignmentId=14ebp9wx&referenceType=64&detail=1 => generated 266 bytes in 582 msecs (HTTP/1.1 400) 2 headers in 173 bytes (0 switches on core 5)
{address space usage: 964509696 bytes/919MB} {rss usage: 286900224 bytes/273MB} [pid: 28136|app: 0|req: 45/59] 114.4.222.134 () {60 vars in 1915 bytes} [Wed Aug  4 14:42:05 2021] GET /a/query/drpGetEmpByEmpId?empcd=69210946&coycd=WAX => generated 595 bytes in 21 msecs (HTTP/1.1 200) 3 headers in 218 bytes (0 switches on core 2)
{address space usage: 964509696 bytes/919MB} {rss usage: 287211520 bytes/273MB} [pid: 28136|app: 0|req: 47/60] 180.252.117.33 () {58 vars in 1425 bytes} [Wed Aug  4 14:42:07 2021] GET /a/query/dcafGetAppMenu => generated 9513 bytes in 15 msecs (HTTP/1.1 200) 3 headers in 217 bytes (0 switches on core 0)
{address space usage: 964509696 bytes/919MB} {rss usage: 287211520 bytes/273MB} [pid: 28136|app: 0|req: 48/61] 120.188.35.233 () {64 vars in 1193 bytes} [Wed Aug  4 14:42:07 2021] POST /a/auth => generated 579 bytes in 22 msecs (HTTP/1.1 200) 4 headers in 680 bytes (0 switches on core 3)
{address space usage: 964509696 bytes/919MB} {rss usage: 287211520 bytes/273MB} [pid: 28136|app: 0|req: 49/62] 180.244.167.204 () {48 vars in 1644 bytes} [Wed Aug  4 14:42:07 2021] GET /a/3pl/csn?id=RNCJFTJ6&detail=1 => generated 13287 bytes in 699 msecs (HTTP/1.1 200) 3 headers in 220 bytes (0 switches on core 7)
{address space usage: 964509696 bytes/919MB} {rss usage: 287596544 bytes/274MB} [pid: 28136|app: 0|req: 51/63] 120.188.35.233 () {60 vars in 1888 bytes} [Wed Aug  4 14:42:08 2021] GET /a/3pl/dash/kpi/courier/WAX23573 => generated 240 bytes in 401 msecs (HTTP/1.1 200) 3 headers in 220 bytes (0 switches on core 4)
{address space usage: 964509696 bytes/919MB} {rss usage: 287596544 bytes/274MB} [pid: 28136|app: 0|req: 51/64] 140.213.13.127 () {58 vars in 1552 bytes} [Wed Aug  4 14:42:08 2021] GET /a/3pl/csn/cur/WAX23796?consignmentId=14ebp9wc&referenceType=64&detail=1 => generated 28639 bytes in 849 msecs (HTTP/1.1 200) 3 headers in 220 bytes (0 switches on core 1)
{address space usage: 964509696 bytes/919MB} {rss usage: 287797248 bytes/274MB} [pid: 28136|app: 0|req: 51/65] 120.188.2.111 () {50 vars in 1856 bytes} [Wed Aug  4 14:42:08 2021] GET /a/3pl/csn?id=AGCTJ9EK&register=0&location=645&latitude=-6.1106626&longitude=106.8943664&reference=TML%2FWAX23856%40645 => generated 48502 bytes in 716 msecs (HTTP/1.1 200) 3 headers in 220 bytes (0 switches on core 6)
{address space usage: 747651072 bytes/713MB} {rss usage: 199573504 bytes/190MB} [pid: 28128|app: 0|req: 4/66] 182.2.135.93 () {56 vars in 1543 bytes} [Wed Aug  4 14:42:08 2021] GET /a/3pl/csn/cur/WAX23515?consignmentId=fe9z5j47&referenceType=64&detail=1 => generated 26001 bytes in 913 msecs (HTTP/1.1 200) 3 headers in 220 bytes (0 switches on core 5)
{address space usage: 964509696 bytes/919MB} {rss usage: 287830016 bytes/274MB} [pid: 28136|app: 0|req: 52/67] 182.0.141.141 () {60 vars in 1904 bytes} [Wed Aug  4 14:42:10 2021] GET /a/query/drpGetLogisticRole?login=WAX22057 => generated 1873 bytes in 21 msecs (HTTP/1.1 200) 3 headers in 218 bytes (0 switches on core 5)
{address space usage: 964509696 bytes/919MB} {rss usage: 287830016 bytes/274MB} [pid: 28136|app: 0|req: 53/68] 182.0.141.141 () {60 vars in 1912 bytes} [Wed Aug  4 14:42:10 2021] GET /a/query/drpGetConsignorByLogin?login=WAX22057 => generated 1144 bytes in 31 msecs (HTTP/1.1 200) 3 headers in 218 bytes (0 switches on core 0)
{address space usage: 964648960 bytes/919MB} {rss usage: 294584320 bytes/280MB} [pid: 28136|app: 0|req: 54/69] 114.5.104.176 () {58 vars in 1506 bytes} [Wed Aug  4 14:42:10 2021] POST /a/3pl/trn/ldl => generated 788 bytes in 88 msecs (HTTP/1.1 200) 3 headers in 218 bytes (0 switches on core 3)
{address space usage: 627191808 bytes/598MB} {rss usage: 191602688 bytes/182MB} [pid: 28120|app: 0|req: 3/70] 223.255.230.52 () {46 vars in 1349 bytes} [Wed Aug  4 14:42:10 2021] GET /a/3pl/csn/cur/WAX24378?consignmentId=lcc5lhbp&referenceType=64&detail=1 => generated 49536 bytes in 944 msecs (HTTP/1.1 200) 3 headers in 220 bytes (0 switches on core 0)
{address space usage: 964648960 bytes/919MB} {rss usage: 294821888 bytes/281MB} [pid: 28136|app: 0|req: 55/71] 182.2.41.143 () {58 vars in 1913 bytes} [Wed Aug  4 14:42:11 2021] GET /a/query/drpGetEmpByEmpId?empcd=55210903&coycd=WAX => generated 595 bytes in 21 msecs (HTTP/1.1 200) 3 headers in 218 bytes (0 switches on core 7)
{address space usage: 814759936 bytes/777MB} {rss usage: 208531456 bytes/198MB} [pid: 28128|app: 0|req: 5/72] 120.188.35.233 () {60 vars in 1914 bytes} [Wed Aug  4 14:42:11 2021] GET /a/query/drpGetLogisticRole?login=WAX23573 => generated 1800 bytes in 136 msecs (HTTP/1.1 200) 3 headers in 219 bytes (0 switches on core 6)
{address space usage: 611110912 bytes/582MB} {rss usage: 172605440 bytes/164MB} [pid: 28104|app: 0|req: 2/73] 120.188.35.233 () {60 vars in 1887 bytes} [Wed Aug  4 14:42:11 2021] GET /a/query/drpGetJenisPenerima => generated 673 bytes in 124 msecs (HTTP/1.1 200) 3 headers in 219 bytes (0 switches on core 3)
{address space usage: 964648960 bytes/919MB} {rss usage: 294825984 bytes/281MB} [pid: 28136|app: 0|req: 56/74] 182.0.141.141 () {60 vars in 1885 bytes} [Wed Aug  4 14:42:11 2021] GET /a/3pl/dash/kpi/courier/WAX22057 => generated 236 bytes in 445 msecs (HTTP/1.1 200) 3 headers in 220 bytes (0 switches on core 2)
{address space usage: 761274368 bytes/726MB} {rss usage: 213467136 bytes/203MB} [pid: 28080|app: 0|req: 5/75] 120.188.35.205 () {60 vars in 1974 bytes} [Wed Aug  4 14:42:11 2021] GET /a/3pl/csn/cur/WAX23555?consignmentId=Fyl9734t&referenceType=64&detail=1 => generated 38427 bytes in 932 msecs (HTTP/1.1 200) 3 headers in 220 bytes (0 switches on core 0)
{address space usage: 964648960 bytes/919MB} {rss usage: 294883328 bytes/281MB} [pid: 28136|app: 0|req: 58/76] 112.215.65.89 () {64 vars in 1188 bytes} [Wed Aug  4 14:42:12 2021] POST /a/auth => generated 567 bytes in 21 msecs (HTTP/1.1 200) 4 headers in 668 bytes (0 switches on core 5)
{address space usage: 964648960 bytes/919MB} {rss usage: 294895616 bytes/281MB} [pid: 28136|app: 0|req: 58/77] 120.188.67.102 () {56 vars in 1424 bytes} [Wed Aug  4 14:42:12 2021] GET /a/3pl/csn?id=6YGDRT9N&detail=1 => generated 28694 bytes in 693 msecs (HTTP/1.1 200) 3 headers in 220 bytes (0 switches on core 6)
